client_id,company_name,siren,siret,vat_number,billing_email,billing_contact_name,phone,city,postal_code,country,account_status,last_invoice_date,source_file,notes
B2B-26228-0245,Industrie Lambert France,017490751,01749075130649,FR18017490751,facturation.industrielambertfran@laposte.net,Nicolas Michel,+33 4 58 76 41 23,Rennes,35000,FR,Inactif,2022-06-17,import_crm_2024_Q1.xlsx,
B2B-65690-0246,Négoce Lambert SASU,273715866,51744,fr27273715866,facturation.ngocelambertsasu@laposte.net,Anne Fournier,+33 9 98 72 63 30,Reims,51100,FR,Suspendu,2023-03-12,partner_feed_b2b.csv,Email facturation manquant
B2B-14273-0247,Solutions Mercier SARL,285196118,20093,FR60285196118,,Isabelle Michel,+33 5 47 72 13 28,Lille,59000,FR,Suspendu,2024-09-28,import_crm_2024_Q1.xlsx,
B2B-81766-0248,Distribution Blanc France,510679491,51067949162289,FR18510679491,facturation.distributionblancfra@societe.com,Pierre Robert,+33 7 67 95 67 29,Strasbourg,67000,FR,Inactif,2023-11-26,migration_batch_12.xlsx,
B2B-97876-0249,Logistique Lambert SARL,741209482,74120948281094,FR70741209482,facturation.logistiquelambertsar@societe.com,Anne Durand,+33 4 70 74 12 25,Toulouse,31000,FR,En attente,2024-06-28,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-89541-0250,Services  Perrin  SARL,569070562,56907056269193,FR58569070562,facturation.servicesperrinsarl@laposte.net,Philippe Michel,+33 6 79 31 46 28,Le Havre,76600,FR,Actif,2022-02-25,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-61110-0251,Transports Lefebvre SAS,152654614,15265461478250,FR82152654614,facturation.transportslefebvresa@societe.com,Sophie Fournier,+33 7 24 44 17 50,Reims,51100,FR,Actif,2025-02-08,migration_batch_12.xlsx,
B2B-42285-0252,Industrie Laurent SA,824967184,82496718422044,FR11824967184,,Thomas Moreau,+33 9 15 10 69 89,Lille,59000,FR,Suspendu,2024-02-18,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-86697-0253,Logistique Faure & Fils,840289145,84028914518304,FR19840289145,facturation.logistiquefaurefils@societe.com,Nicolas Moreau,+33 7 97 53 91 43,Lyon,69001,FR,En attente,2023-11-04,import_crm_2024_Q1.xlsx,
B2B-94730-0254,  Distribution Faure SASU  ,097002683,09700268385078,FR10097002683,facturation.distributionfauresas@gmail.com,Thomas Durand,+33 9 96 25 55 58,Lyon,69001,FR,Actif,2023-01-31,partner_feed_b2b.csv,
B2B-39035-0255,Industrie Renault SA,045319430,04531943036799,FR95045319430,facturation.industrierenaultsa@entreprise.fr,Julie Lemaire,+33 1 35 91 60 24,Paris,75001,FR,Suspendu,2025-03-03,legacy_erp_export.csv,
B2B-87091-0256,Industrie Dupont & Fils,212493844,21249384469853,,facturation.industriedupontfils@societe.com,Nicolas Dupuis,+33 7 10 64 92 96,Montpellier,34000,FR,Suspendu,2024-11-27,partner_feed_b2b.csv,Email facturation manquant
B2B-57378-0257,Solutions Dupont EURL,803046879,80304687943870,FR52803046879,facturation@.fr,Anne Durand,+33 4 98 64 19 41,Toulouse,31000,FR,En attente,2023-11-16,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-24134-0258,Négoce Marchand France,735058315,,FR4373505,,Anne Petit,+33 6 14 58 50 98,Lyon,69001,FR,Actif,2025-02-19,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-59998-0259,Services Martin SA,128059820,12805982056333,FR11128059820,facturation.servicesmartinsa@entreprise.fr,Marie Bonnet,+33 4 86 94 89 11,Nantes,44000,FR,Actif,2024-07-18,migration_batch_12.xlsx,Doublon suspecté
B2B-87045-0260,Négoce Laurent & Fils,311091939,,FR29311091939,facturation.ngocelaurentfils@laposte.net,Philippe Fournier,+33 9 33 41 27 15,Lille,59000,FR,En attente,2022-10-26,legacy_erp_export.csv,Email facturation manquant
B2B-50458-0261,Transports Roux SASU,954508924,95450892473328,FR66954508924,facturation.transportsrouxsasu@gmail.com,Philippe Leroy,+33 6 91 35 18 53,Le Havre,76600,FR,En attente,2023-11-19,migration_batch_12.xlsx,Migration ERP en cours
B2B-64879-0262,Industrie Roux EURL,521707305,52170730527936,,,Catherine Lemaire,+33 5 58 36 61 33,Rennes,35000,FR,Inactif,2023-02-03,migration_batch_12.xlsx,Doublon suspecté
B2B-15754-0263,Solutions Lambert SAS,033423420,03342342025688,FRXX033423420,facturation.solutionslambertsas@gmail.com,Pierre Michel,+33 1 96 27 58 93,Marseille,13001,FR,En attente,2024-06-07,import_crm_2024_Q1.xlsx,
B2B-28931-0264,Maintenance Roux SARL,233865591,23386559180744,FR53233865591,facturation.maintenancerouxsarl@societe.com,Sophie Giraud,+33 6 51 41 16 90,Reims,51100,FR,Actif,2024-08-21,migration_batch_12.xlsx,
B2B-31945-0265,Solutions Garnier SASU,868578725,86857872563346,FR64868578725,facturation.solutionsgarniersasu@entreprise.fr,Catherine Michel,+33 6 36 38 35 67,Grenoble,38000,FR,Actif,2023-06-06,migration_batch_12.xlsx,
B2B-27606-0266,Distribution Dubois SASU,147853908,14785390855850,FR39147853908,facturation.distributionduboissa@entreprise.fr,Catherine Moreau,+33 7 50 44 58 13,Nantes,44000,FR,En attente,2025-01-24,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-39850-0267,Services Roux France,053315866,05331586681351,FR42053315866,facturation.servicesrouxfrance@gmail.com,Marie Petit,+33 6 52 35 96 52,Marseille,13001,FR,En attente,2023-06-19,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-46942-0268,Maintenance Roux SAS,566907825,56690782598190,FR80566907825,facturation.maintenancerouxsas@orange.fr,Catherine Richard,+33 7 69 53 20 50,Grenoble,38000,FR,Actif,2024-02-07,legacy_erp_export.csv,
B2B-50051-0269,Équipements Mercier SA,075536666,07553666603046,FR65075536666,facturation.quipementsmerciersa@societe.com,Jean Robert,+33 7 82 90 87 87,Rennes,35000,FR,Inactif,2022-08-11,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-93755-0270,Distribution Dupont SAS,412182098,,FR06412182098,facturation.distributiondupontsa@entreprise.fr,Nicolas Richard,+33 6 68 17 57 76,Toulouse,31000,FR,Inactif,2024-09-06,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-37063-0271,Groupe Lefebvre SASU,234672994,23467299489762,FR75234672994,facturation.groupelefebvresasu@entreprise.fr,Nicolas Richard,+33 6 67 18 61 87,Grenoble,38000,FR,Suspendu,2022-07-06,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-55453-0272,Maintenance Marchand EURL,469263296,46926329686386,FR91469263296,facturation@.fr,Julie Bonnet,+33 6 40 30 45 90,Saint-Étienne,42000,FR,En attente,2022-09-06,manual_onboarding_2023.xlsx,
B2B-23791-0273,Transports Marchand SARL,856724386,85672438683,FR60856724386,facturation.transportsmarchandsa@entreprise.fr,Philippe Leroy,+33 4 60 14 11 42,Lyon,69001,FR,Actif,2024-06-15,legacy_erp_export.csv,Email facturation manquant
B2B-46587-0274,Équipements Faure SAS,220912412,22091241288000,FR74220912412,,François Michel,+33 7 32 37 14 96,Lyon,69001,FR,Suspendu,2022-07-30,partner_feed_b2b.csv,Migration ERP en cours
B2B-68194-0275,Industrie Lefebvre SARL,090063354,09006335455270,,facturation.industrielefebvresar@gmail.com,Jean Leroy,+33 1 38 22 95 31,Paris,75001,FR,En attente,2023-03-01,migration_batch_12.xlsx,SIRET à vérifier
B2B-66083-0276,Maintenance Blanc SARL,133155208,,FR42133155208,facturation.maintenanceblancsarl@entreprise.fr,Sophie Petit,+33 5 93 89 57 15,Strasbourg,67000,FR,En attente,2025-03-11,legacy_erp_export.csv,Migration ERP en cours
B2B-22418-0277,Logistique Blanc SARL,956252570,,FR85956252570,facturation.logistiqueblancsarl@entreprise.fr,Philippe Giraud,+33 4 74 85 11 39,Rennes,35000,FR,Actif,2022-05-03,legacy_erp_export.csv,Doublon suspecté
B2B-75369-0278,Distribution Blanc SAS,432630398,43263039841620,FR69432630398,facturation.distributionblancsas@gmail.com,Thomas Moreau,+33 5 13 39 52 53,Nice,06000,FR,Suspendu,2023-04-01,migration_batch_12.xlsx,SIRET à vérifier
B2B-78350-0279,Logistique Faure France,260256341,26025634120866,FR30260256341,facturation.logistiquefaurefranc@laposte.net,Pierre Fournier,+33 1 72 18 34 16,Paris,75001,FR,Actif,2024-11-05,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-71220-0280,Industrie  Faure  SA,733754335,73375433503101,FR16733754335,billing.industriefauresa@laposte.net,Pierre Lemaire,+33 7 32 87 41 48,Nice,06000,FR,En attente,2024-06-06,legacy_erp_export.csv,Email facturation manquant
B2B-12596-0281,Services Girard EURL,661498286,66149828640088,FR00661498286,,Nicolas Moreau,+33 7 19 52 27 70,Bordeaux,33000,FR,Inactif,2024-05-01,partner_feed_b2b.csv,Doublon suspecté
B2B-60336-0282,Négoce Simon SAS,749160160,,FR95749160160,facturation.ngocesimonsas@laposte.net,Julie Leroy,+33 7 91 98 57 99,Reims,51100,FR,Actif,2022-02-27,legacy_erp_export.csv,Migration ERP en cours
B2B-89355-0283,Logistique Bernard & Fils,724399200,72439920050377,FR09724399200,facturation.logistiquebernardfil@entreprise.fr,Julie Bonnet,+33 1 76 34 64 31,Grenoble,38000,FR,Actif,2024-04-22,import_crm_2024_Q1.xlsx,
B2B-93385-0284,Services Renault SARL,952436408,95243640809154,FR24952436408,facturation.servicesrenaultsarl@entreprise.fr,Thomas Moreau,+33 9 31 32 57 33,Lyon,69001,FR,Actif,2023-02-16,import_crm_2024_Q1.xlsx,
B2B-35150-0285,Groupe Simon SASU,145868503,145868503,FR12145868503,compta.groupesimonsasu@laposte.net,Philippe Fournier,+33 1 91 31 20 47,Nice,06000,FR,Actif,2022-07-18,legacy_erp_export.csv,Compte créé avant réforme facturation électronique
B2B-10951-0286,Maintenance Blanc SA,698477595,69847759544967,,facturation.maintenanceblancsa@laposte.net,Sophie Leroy,+33 9 88 17 55 52,Montpellier,34000,FR,Actif,2022-09-09,migration_batch_12.xlsx,Migration ERP en cours
B2B-42576-0287,Solutions Dupont & Fils,579786307,57978630705997,FR38579786307,facturation.solutionsdupontfils@laposte.net,François Fournier,+33 7 61 88 20 54,Nantes,44000,FR,Suspendu,2024-02-28,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-28764-0288,Équipements Marchand SAS,898027140,89802714058495,FR37898027140,,Catherine Dupuis,+33 6 37 31 94 99,Saint-Étienne,42000,FR,Actif,2023-03-28,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-97897-0289,Négoce Bernard & Fils,128715390,12871539049415,DE46128715390,facturation.ngocebernardfils@entreprise.fr,François Dupuis,+33 9 39 38 43 24,Nantes,44000,FR,Actif,2022-09-18,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-85617-0290,Solutions Garnier France,040983668,04098366816555,FR24040983668,facturation.solutionsgarnierfran@societe.com,François Bonnet,+33 6 60 11 78 68,Montpellier,34000,FR,Actif,2022-10-26,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-50487-0291,Maintenance Martin France,814973748,81497374820014,FR75814973748,facturation.maintenancemartinfra@orange.fr,Julie Richard,+33 1 32 72 60 48,Nantes,44000,FR,Suspendu,2024-08-27,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-61257-0292,Services Blanc France,184438610,18443861076072,FR03184438610,facturation.servicesblancfrance@gmail.com,Julie Michel,+33 6 83 27 66 99,Reims,51100,FR,Actif,2025-03-24,import_crm_2024_Q1.xlsx,
B2B-59355-0293,Logistique Dubois & Fils,620157202,62015720277777,FR75620157202,facturation.logistiqueduboisfils@entreprise.fr,Pierre Dupuis,+33 4 14 25 40 60,Nantes,44000,FR,Suspendu,2022-07-03,partner_feed_b2b.csv,SIRET à vérifier
B2B-46073-0294,Équipements Roux SARL,750111177,75011117775101,FR85750111177,facturation.quipementsrouxsarl@societe.com,Catherine Michel,+33 1 85 33 59 71,Rennes,35000,FR,En attente,2023-01-14,partner_feed_b2b.csv,
B2B-61615-0295,Logistique Lefebvre & Fils,888718984,88871898415378,FR26888718984,@domaine.fr,Anne Lemaire,,Saint-Étienne,42000,FR,En attente,2023-09-04,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-32492-0296,Distribution Laurent SASU,603408483,60340848391108,FR15603408483,facturation.distributionlaurents@laposte.net,Thomas Leroy,+33 4 98 22 94 15,Bordeaux,33000,FR,Actif,2025-04-26,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-26841-0297,Maintenance Marchand SARL,961844628,96184462888673,FR12961844628,facturation.maintenancemarchands@entreprise.fr,Julie Robert,+33 6 90 44 91 99,Nice,06000,FR,Actif,2023-10-10,partner_feed_b2b.csv,SIRET à vérifier
B2B-13396-0298,Maintenance Bernard SA,931418182,93141818211662,FR02931418182,facturation.maintenancebernardsa@laposte.net,Isabelle Michel,+33 6 45 11 22 58,Montpellier,34000,FR,Actif,2025-04-20,partner_feed_b2b.csv,
B2B-79331-0299,Services Blanc France,594849105,,FR12594849105,facturation.servicesblancfrance@laposte.net,Julie Dupuis,+33 9 71 85 26 43,Strasbourg,67000,FR,Actif,2024-01-29,legacy_erp_export.csv,SIRET à vérifier
B2B-70003-0300,Équipements Roux SA,275784466,27578446611395,DE58275784466,facturation.quipementsrouxsa@laposte.net,Philippe Leroy,+33 1 19 40 21 31,Montpellier,34000,FR,Inactif,2024-11-07,legacy_erp_export.csv,Email facturation manquant
B2B-75248-0301,Maintenance Lambert & Fils,881609302,88160930232011,FR19881609302,facturation.maintenancelambertfi@societe.com,François Bonnet,+33 7 31 96 77 38,Nantes,44000,FR,Actif,2024-02-04,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-99006-0302,Industrie Dupont & Fils,381447443,38144744374559,FR70381447443,facturation.industriedupontfils@entreprise.fr,Sophie Michel,,Montpellier,34000,FR,Actif,2024-04-03,manual_onboarding_2023.xlsx,
B2B-23282-0303,Logistique Renault SARL,673188268,67318826886066,FR8167318,facturation.logistiquerenaultsar@laposte.net,Sophie Fournier,+33 7 56 64 33 78,Marseille,13001,FR,Actif,2024-01-06,legacy_erp_export.csv,
B2B-34846-0304,INDUSTRIE RENAULT & FILS,402665022,15570,FR49402665022,facturation.industrierenaultfils@entreprise.fr,Catherine Giraud,+33 6 51 61 74 59,Nice,06000,FR,Actif,2023-12-02,partner_feed_b2b.csv,
B2B-66928-0305,Services Dubois SAS,744716393,74471639336849,FR86744716393,facturation.servicesduboissas@gmail.com,Nicolas Lemaire,+33 7 35 70 23 99,Toulouse,31000,FR,Actif,2022-09-28,partner_feed_b2b.csv,
B2B-45895-0306,  Logistique Faure SASU  ,019655696,01965569667033,FR24019655696,facturation.logistiquefauresasu@orange.fr,Pierre Moreau,+33 6 21 16 58 62,Toulouse,31000,FR,Actif,2022-08-14,manual_onboarding_2023.xlsx,Doublon suspecté
B2B-46773-0307,Transports Blanc SAS,563502000,563502000,FR03563502000,facturation.transportsblancsas@laposte.net,Anne Petit,+33 7 72 56 52 48,Nice,06000,FR,Suspendu,2025-04-21,migration_batch_12.xlsx,Doublon suspecté
B2B-41228-0308,Logistique Martin SASU,439611298,43961129885767,FR81439611298,facturation.logistiquemartinsasu@orange.fr,Sophie Lemaire,+33 6 19 79 89 53,Saint-Étienne,42000,FR,Inactif,2025-02-01,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-55526-0309,Équipements Dupont SAS,571617684,57161768435933,FR55571617684,facturation.quipementsdupontsas@orange.fr,Nicolas Durand,+33 1 98 34 60 73,Rennes,35000,FR,Inactif,2024-03-31,migration_batch_12.xlsx,Migration ERP en cours
B2B-37122-0310,Distribution Dubois & Fils,202939080,,FR50202939080,,Nicolas Richard,+33 7 80 25 31 38,Grenoble,38000,FR,Actif,2022-04-16,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-80070-0311,Groupe Laurent EURL,105955182,10595518280148,,facturation.groupelaurenteurl@laposte.net,Isabelle Durand,+33 1 55 38 45 32,Saint-Étienne,42000,FR,Suspendu,2024-02-22,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-37021-0312,Distribution Roux & Fils,735439627,73543962756872,FR58735439627,facturation.distributionrouxfils@laposte.net,Pierre Fournier,+33 6 68 33 32 34,Grenoble,38000,FR,Inactif,2023-01-20,import_crm_2024_Q1.xlsx,
B2B-19443-0313,Négoce Moreau EURL,637618209,63761820902715,FR89637618209,facturation.ngocemoreaueurl@gmail.com,,+33 4 41 20 44 28,Strasbourg,67000,FR,Actif,2022-06-24,legacy_erp_export.csv,
B2B-72970-0314,Transports Lambert & Fils,972457231,97245723182245,FR93972457231,,Marie Durand,+33 1 79 47 23 75,Nice,06000,FR,Actif,2023-08-11,legacy_erp_export.csv,SIRET à vérifier
B2B-24733-0315,Négoce Blanc SARL,721314510,72131451011115,FR30721314510,facturation.ngoceblancsarl@gmail.com,Anne Robert,+33 7 86 33 96 64,Nantes,44000,FR,Inactif,2024-01-26,manual_onboarding_2023.xlsx,
B2B-10285-0316,Logistique Perrin & Fils,225267715,22526771518961,FR83225267715,facturation.logistiqueperrinfils@gmail.com,Isabelle Robert,+33 7 55 50 73 64,Nice,06000,FR,Actif,2024-02-24,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-75156-0317,Négoce Perrin SASU,887883618,88788361890898,FR20887883618,facturation.ngoceperrinsasu@orange.fr,Julie Petit,+33 6 36 12 56 81,Rennes,35000,FR,Actif,2023-08-27,partner_feed_b2b.csv,
B2B-82286-0318,Maintenance Dupont & Fils,633302129,48717,FR88633302129,facturation.maintenancedupontfil@gmail.com,,+33 1 71 86 30 13,Strasbourg,67000,FR,Actif,2024-08-20,legacy_erp_export.csv,Compte créé avant réforme facturation électronique
B2B-49257-0319,Transports Martin SASU,765704123,76570412322751,FR91765704123,facturation.transportsmartinsasu@societe.com,Pierre Durand,+33 7 97 68 80 43,Reims,51100,FR,En attente,2024-02-13,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-62481-0320,Distribution Renault SA,903628917,903628917,FR21903628917,facturation.distributionrenaults@entreprise.fr,Philippe Robert,+33 7 92 64 34 44,Montpellier,34000,FR,Actif,2022-05-14,legacy_erp_export.csv,
B2B-50516-0321,Négoce Martin SASU,383034199,38303419963413,FR63383034199,facturation.ngocemartinsasu@gmail.com,Jean Leroy,+33 7 11 55 46 60,Reims,51100,FR,Actif,2024-04-14,migration_batch_12.xlsx,
B2B-75821-0322,Services Laurent & Fils,209679043,20967904310322,FR95209679043,facturation.serviceslaurentfils@gmail.com,Julie Richard,+33 4 30 74 76 87,Bordeaux,33000,FR,Inactif,2022-03-23,partner_feed_b2b.csv,Client prioritaire - relance facturation
B2B-37370-0323,Services Mercier SASU,991297100,99129710011425,FRXX991297100,facturation.servicesmerciersasu@entreprise.fr,Marie Fournier,+33 7 30 18 45 83,Le Havre,76600,FR,Inactif,2022-10-15,import_crm_2024_Q1.xlsx,Email facturation manquant
B2B-15189-0324,Équipements Blanc SA,546692755,54669275589417,FR46546692755,facturation.quipementsblancsa@entreprise.fr,Thomas Fournier,+33 6 89 92 17 41,Lyon,69001,FR,Actif,2023-04-02,partner_feed_b2b.csv,Email facturation manquant
B2B-97706-0325,Services Moreau EURL,157787114,15778711456769,FR9315778,,Philippe Leroy,+33 7 87 72 37 99,Reims,51100,FR,Actif,2025-03-09,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-18178-0326,Groupe Girard & Fils,567303066,56730306610956,FR75567303066,facturation.groupegirardfils@orange.fr,Marie Michel,+33 7 67 63 77 37,Marseille,13001,FR,Actif,2022-12-03,legacy_erp_export.csv,Doublon suspecté
B2B-64932-0327,Transports Lambert France,778265966,77826596678266,FR53778265966,facturation.transportslambertfra@orange.fr,Marie Lemaire,+33 4 51 95 50 11,Saint-Étienne,42000,FR,Inactif,2023-06-23,migration_batch_12.xlsx,
B2B-69055-0328,Logistique Blanc SASU,406088353,40608835356531,FR70406088353,facturation.logistiqueblancsasu@orange.fr,François Fournier,+33 1 14 37 34 63,Nantes,44000,FR,Actif,2024-01-29,manual_onboarding_2023.xlsx,
B2B-49576-0329,Solutions Lambert EURL,481776656,48177665644017,FR07481776656,facturation.solutionslamberteurl@gmail.com,Pierre Fournier,+33 6 80 86 30 79,Lille,59000,FR,Actif,2022-06-29,import_crm_2024_Q1.xlsx,
B2B-95147-0330,Distribution Dubois SASU,096179815,09617981504277,FR56096179815,facturation.distributionduboissa@laposte.net,Philippe Richard,+33 7 80 58 24 35,Reims,51100,FR,Suspendu,2024-03-21,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-39351-0331,Maintenance Martin SARL,844446307,84444630720103,FR21844446307,facturation.maintenancemartinsar@laposte.net,Thomas Lemaire,+33 7 31 83 65 40,Paris,75001,FR,Inactif,2022-09-21,partner_feed_b2b.csv,
B2B-62837-0332,Logistique Faure France,582631282,,FR30582631282,facturation.logistiquefaurefranc@laposte.net,Thomas Robert,+33 4 21 21 13 65,Reims,51100,FR,En attente,2024-02-23,import_crm_2024_Q1.xlsx,
B2B-69468-0333,Maintenance Girard & Fils,523343837,5233438373604,FR96523343837,facturation.maintenancegirardfil@gmail.com,Pierre Dupuis,+33 6 24 68 86 25,Paris,75001,FR,Actif,2024-03-11,import_crm_2024_Q1.xlsx,Email facturation manquant
B2B-12877-0334,Distribution Simon SAS,617136650,61713665001329,FR62617136650,,François Bonnet,+33 1 25 53 54 71,Nice,06000,FR,En attente,2022-03-02,migration_batch_12.xlsx,
B2B-74985-0335,Services Lefebvre EURL,148465648,14846564872667,FR19148465648,facturation.serviceslefebvreeurl@societe.com,Pierre Richard,+33 1 37 13 51 27,Montpellier,34000,FR,Inactif,2024-11-15,partner_feed_b2b.csv,Client prioritaire - relance facturation
B2B-42780-0336,Groupe Lefebvre EURL,629946806,62994680639829,FR03629946806,facturation.groupelefebvreeurl@orange.fr,Sophie Dupuis,+33 5 60 23 84 85,Reims,51100,FR,Actif,2022-08-09,migration_batch_12.xlsx,SIRET à vérifier
B2B-66270-0337,Équipements Girard SASU,395517206,39551720638466,FR03395517206,facturation@.fr,François Giraud,+33 6 24 33 51 64,Strasbourg,67000,FR,Actif,2023-10-15,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-38019-0338,Négoce Lefebvre SASU,795381647,79538164713489,FR49795381647,facturation.ngocelefebvresasu@societe.com,Nicolas Lemaire,+33 1 83 92 63 97,Toulouse,31000,FR,Actif,2024-05-12,import_crm_2024_Q1.xlsx,
B2B-69347-0339,Services Bernard SA,995777388,99577738862021,FR90995777388,facturation.servicesbernardsa@orange.fr,Anne Leroy,+33 6 83 12 46 12,Lille,59000,FR,Actif,2023-11-22,import_crm_2024_Q1.xlsx,
B2B-71589-0340,Équipements Blanc EURL,164455610,16445561006,,,Nicolas Lemaire,+33 9 92 25 57 89,Rennes,35000,FR,Inactif,2023-04-09,legacy_erp_export.csv,
B2B-35055-0341,Groupe Bernard SA,580040101,58004010190167,FR67580040101,facturation.groupebernardsa@societe.com,Philippe Michel,+33 4 84 68 25 26,Nantes,44000,FR,Suspendu,2022-09-08,migration_batch_12.xlsx,Compte créé avant réforme facturation électronique
B2B-41525-0342,Groupe Mercier & Fils,977457310,,,facturation.groupemercierfils@societe.com,Sophie Dupuis,+33 4 98 19 19 73,Lyon,69001,FR,Actif,2025-04-24,migration_batch_12.xlsx,Compte créé avant réforme facturation électronique
B2B-51072-0343,Maintenance Marchand France,472812358,47281235867300,FR72472812358,facturation.maintenancemarchandf@orange.fr,Philippe Richard,+33 7 31 97 49 83,Rennes,35000,FR,Actif,2023-07-01,import_crm_2024_Q1.xlsx,Email facturation manquant
B2B-96754-0344,  Transports Roux EURL  ,951343322,95134332203201,FR45951343322,facturation.transportsrouxeurl@societe.com,Catherine Leroy,+33 6 55 65 37 29,Rennes,35000,FR,Inactif,2023-02-02,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-91293-0345,Services Dupont France,176936766,,FR23176936766,facturation.servicesdupontfrance@orange.fr,Anne Michel,+33 7 76 65 23 97,Le Havre,76600,FR,Suspendu,2024-04-08,partner_feed_b2b.csv,SIRET à vérifier
B2B-51302-0346,Logistique Marchand SAS,163287082,16328708232662,FR06163287082,facture.logistiquemarchandsa@orange.fr,Julie Lemaire,+33 6 31 36 54 91,Reims,51100,FR,Suspendu,2022-05-23,legacy_erp_export.csv,
B2B-53536-0347,Groupe Bernard SAS,720765026,,,facturation.groupebernardsas@gmail.com,Anne Leroy,+33 1 72 41 70 24,Montpellier,34000,FR,Actif,2022-07-12,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-53997-0348,Distribution Dupont France,775847451,77584745139470,,facturation.distributiondupontfr@laposte.net,Thomas Dupuis,+33 9 24 44 97 76,Nantes,44000,FR,Inactif,2022-03-05,legacy_erp_export.csv,SIRET à vérifier
B2B-57109-0349,Équipements Simon SA,313614871,31361487189006,FR12313614871,facturation.quipementssimonsa@laposte.net,Isabelle Moreau,+33 7 49 34 15 84,Saint-Étienne,42000,FR,Actif,2023-08-14,import_crm_2024_Q1.xlsx,
B2B-75395-0350,Groupe Renault SA,272849821,27284982138630,FR37272849821,,Catherine Durand,+33 6 16 72 49 10,Lyon,69001,FR,En attente,2025-02-22,legacy_erp_export.csv,
B2B-45477-0351,Distribution Garnier SAS,236914309,23691430988932,FR77236914309,facturation.distributiongarniers@entreprise.fr,Philippe Moreau,+33 1 43 48 86 49,Reims,51100,FR,Actif,2022-10-05,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-36151-0352,Maintenance Perrin SARL,441497827,44149782769018,FR09441497827,,Julie Leroy,+33 7 69 55 64 69,Marseille,13001,FR,Actif,2023-09-12,legacy_erp_export.csv,Compte créé avant réforme facturation électronique
B2B-58904-0353,Maintenance Dupont EURL,298940628,29894062867896,FR54298940628,facturation.maintenanceduponteur@entreprise.fr,Jean Petit,+33 6 52 86 22 47,Reims,51100,FR,Suspendu,2022-04-19,legacy_erp_export.csv,Compte créé avant réforme facturation électronique
B2B-28894-0354,Distribution Lefebvre SARL,872324403,87232440300004,FR36872324403,,Anne Petit,+33 6 36 23 70 13,Lyon,69001,FR,Actif,2025-01-24,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-96266-0355,Services Dubois & Fils,916202236,91620223671654,FR73916202236,facturation.servicesduboisfils@orange.fr,Catherine Fournier,+33 6 85 73 57 95,Grenoble,38000,FR,Actif,2024-07-25,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-11444-0356,Distribution Marchand SA,940970520,94097052020750,FR15940970520,facturation.distributionmarchand@laposte.net,Thomas Giraud,+33 7 75 18 32 93,Paris,75001,FR,Suspendu,2023-09-13,partner_feed_b2b.csv,
B2B-94559-0357,Groupe Laurent & Fils,767929887,76792988777182,FR00767929887,facturation.groupelaurentfils@societe.com,Isabelle Bonnet,+33 9 18 15 13 30,Nantes,44000,FR,Suspendu,2023-04-30,import_crm_2024_Q1.xlsx,
B2B-60342-0358,Distribution Garnier SASU,610941017,61094101703861,FR12610941017,facturation.distributiongarniers@orange.fr,Isabelle Petit,+33 9 27 91 83 81,Montpellier,34000,FR,En attente,2023-01-29,import_crm_2024_Q1.xlsx,
B2B-92459-0359,Équipements Marchand SAS,788957986,78895798655933,FR56788957986,billing.quipementsmarchandsa@gmail.com,Sophie Durand,+33 1 56 62 82 79,Grenoble,38000,FR,Actif,2025-02-18,legacy_erp_export.csv,
